question;answer;count;cluster;sentiment;corrected
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;разнообразие;1;разнообразие;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;разнообразие интересов;1;разносторонние;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;разносторонние;5;разносторонние;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;разносторонняя;2;разносторонние;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;разные и крутые!;1;разнообразие;positives;разные и крутые
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;восторг;1;супер;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;все очень разные но интересные;1;интересные;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;разносторонние интересные люди;1;разносторонние;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;дружные;1;дружные;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;единый коллектив;1;дружные;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;есть приколы;1;есть приколы;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;позитивные;1;позитивные;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;затнтересованность;1;заинтересованность;positives;заинтересованность
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;интересные;1;интересные;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;интересные личности;1;интересные;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;красивые лица;1;красивые лица;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;креативные;1;креативные;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;крутые;1;супер;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;крутые hr и са;1;крутые hr и са;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;лучшая команда;1;невероятная команда;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;молодцы;1;молодцы;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;невероятная команда;1;невероятная команда;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;огонь;1;супер;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;отличная команда;1;невероятная команда;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;отличные ребята;1;супер;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;супер;1;супер;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;манипуляция;1;манипуляция;negatives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;мы похожи;1;мы похожи;neutrals;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;общительные;1;общительные;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;перспективные;1;перспективные;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;профессионалы своего дела;1;профессионалы своего дела;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;рад знакомству;1;рад знакомству;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;удивительные и позитивные;1;удивительные и позитивные;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;умные мысли;1;умные мысли;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;уникальные;1;уникальные;positives;
Теперь вы лучше знаете свою команду. Ваши впечатления? Одним-двумя словами;уникальные люди;1;уникальные;positives;
Как вас зовут?;айгуль;1;айгуль;neutrals;
Как вас зовут?;александр;4;александр;neutrals;
Как вас зовут?;александра;1;александра;neutrals;
Как вас зовут?;алексей;1;алексей;neutrals;
Как вас зовут?;альбина;1;альбина;neutrals;
Как вас зовут?;анастасия;2;анастасия;neutrals;
Как вас зовут?;андрей;1;андрей;neutrals;
Как вас зовут?;анна;1;анна;neutrals;
Как вас зовут?;антон;1;антон;neutrals;
Как вас зовут?;арина;1;арина;neutrals;
Как вас зовут?;артём;1;артём;neutrals;
Как вас зовут?;божена александровна;1;божена александровна;neutrals;
Как вас зовут?;виктория;1;виктория;neutrals;
Как вас зовут?;галина;2;галина;neutrals;
Как вас зовут?;динар;1;динар;neutrals;
Как вас зовут?;дмитрий;1;дмитрий;neutrals;
Как вас зовут?;дмитрий огнев;1;дмитрий;neutrals;
Как вас зовут?;евгений;2;евгений;neutrals;
Как вас зовут?;евгения;1;евгения;neutrals;
Как вас зовут?;екатерина;2;екатерина;neutrals;
Как вас зовут?;екатерина нестеренко;1;екатерина;neutrals;
Как вас зовут?;елена;6;елена;neutrals;
Как вас зовут?;елена баранова;1;елена;neutrals;
Как вас зовут?;семёнова елена;1;елена;neutrals;
Как вас зовут?;ермакова татьяна;1;татьяна;neutrals;
Как вас зовут?;татьяна;5;татьяна;neutrals;
Как вас зовут?;жанна;1;жанна;neutrals;
Как вас зовут?;замира;1;замира;neutrals;
Как вас зовут?;зифа;1;зифа;neutrals;
Как вас зовут?;ильсияр;1;ильсияр;neutrals;
Как вас зовут?;инна;1;инна;neutrals;
Как вас зовут?;ирина болдарь;1;ирина бондарь;neutrals;ирина бондарь
Как вас зовут?;лидия;1;лидия;neutrals;
Как вас зовут?;лилиана;1;лилиана;neutrals;
Как вас зовут?;любовь;1;любовь;neutrals;
Как вас зовут?;людмила;3;людмила;neutrals;
Как вас зовут?;майя;1;майя;neutrals;
Как вас зовут?;марина;1;марина;neutrals;
Как вас зовут?;мария;2;мария;neutrals;
Как вас зовут?;рочева мария николаевна;1;мария;neutrals;
Как вас зовут?;михаил;2;михаил;neutrals;
Как вас зовут?;наталия;2;наталия;neutrals;
Как вас зовут?;наталья;6;наталья;neutrals;
Как вас зовут?;новикова наталья;1;наталья;neutrals;
Как вас зовут?;нафися;1;нафися;neutrals;
Как вас зовут?;нина;1;нина;neutrals;
Как вас зовут?;оксана;2;оксана;neutrals;
Как вас зовут?;оксана валерьевна;1;оксана;neutrals;
Как вас зовут?;олег казанцев;1;олег казанцев;neutrals;
Как вас зовут?;олеся;1;олеся;neutrals;
Как вас зовут?;ольга;8;ольга;neutrals;
Как вас зовут?;полина;1;полина;neutrals;
Как вас зовут?;равиль;1;равиль;neutrals;
Как вас зовут?;рамиль;1;рамиль;neutrals;
Как вас зовут?;ринат;1;ринат;neutrals;
Как вас зовут?;ришат;1;ришат;neutrals;
Как вас зовут?;руслана;1;руслана;neutrals;
Как вас зовут?;сабур;1;сабур;neutrals;
Как вас зовут?;саглара;1;саглара;neutrals;
Как вас зовут?;света;1;светлана;neutrals;
Как вас зовут?;светлана;5;светлана;neutrals;
Как вас зовут?;сергей;1;сергей;neutrals;
Как вас зовут?;ужанна;1;ужанна;neutrals;
Как вас зовут?;юрий;1;юрий;neutrals;
Как вас зовут?;яна;1;яна;neutrals;
Слово дня/настрой на день для меня и всех участников!;активность;2;активность;neutrals;
Слово дня/настрой на день для меня и всех участников!;актуально;1;актуально;positives;
Слово дня/настрой на день для меня и всех участников!;будет интересно и полезно!;1;будет интересно и полезно;positives;будет интересно и полезно
Слово дня/настрой на день для меня и всех участников!;вперед;1;вперед;positives;
Слово дня/настрой на день для меня и всех участников!;вперёд;1;вперед;positives;
Слово дня/настрой на день для меня и всех участников!;вперёд! нас ждут новые дела);1;вперед;neutrals;вперёд нас ждут новые дела
Слово дня/настрой на день для меня и всех участников!;только вперед;1;вперед;positives;
Слово дня/настрой на день для меня и всех участников!;только вперёд;3;вперед;positives;
Слово дня/настрой на день для меня и всех участников!;всё будет хорошо;1;всё будет хорошо;positives;
Слово дня/настрой на день для меня и всех участников!;все будет хорошо);1;всё будет хорошо;positives;все будет хорошо
Слово дня/настрой на день для меня и всех участников!;все получится;1;все получится;positives;
Слово дня/настрой на день для меня и всех участников!;у меня все получится;1;все получится;positives;
Слово дня/настрой на день для меня и всех участников!;у нас все получится!;1;все получится;positives;у нас все получится
Слово дня/настрой на день для меня и всех участников!;у нас всё получится!;1;все получится;positives;у нас всё получится
Слово дня/настрой на день для меня и всех участников!;у тебя всё получится!;1;все получится;positives;у тебя всё получится
Слово дня/настрой на день для меня и всех участников!;все в твоих руках!!!;1;все в твоих руках;neutrals;все в твоих руках
Слово дня/настрой на день для меня и всех участников!;всем добра!;1;всем добра;positives;всем добра
Слово дня/настрой на день для меня и всех участников!;добра всем!;1;всем добра;positives;добра всем
Слово дня/настрой на день для меня и всех участников!;доброжелательный;1;доброжелательный;positives;
Слово дня/настрой на день для меня и всех участников!;всем открытий;1;всем открытий;neutrals;
Слово дня/настрой на день для меня и всех участников!;всем успехов;1;удачи;positives;
Слово дня/настрой на день для меня и всех участников!;губка;1;губка;neutrals;
Слово дня/настрой на день для меня и всех участников!;движение вверх;1;движение вверх;positives;
Слово дня/настрой на день для меня и всех участников!;дерзай;2;дерзай;neutrals;
Слово дня/настрой на день для меня и всех участников!;дерзайте нетничегоневозможного;1;дерзай;neutrals;дерзайте нет ничего невозможного
Слово дня/настрой на день для меня и всех участников!;дорогу осилит идущий;1;дорогу осилит идущий;neutrals;
Слово дня/настрой на день для меня и всех участников!;еда;1;еда;neutrals;
Слово дня/настрой на день для меня и всех участников!;знакомства;1;знакомства;neutrals;
Слово дня/настрой на день для меня и всех участников!;полезные знакомства;1;знакомства;positives;
Слово дня/настрой на день для меня и всех участников!;вперёд к знаниям!;1;знания;positives;вперёд к знаниям
Слово дня/настрой на день для меня и всех участников!;знания;1;знания;positives;
Слово дня/настрой на день для меня и всех участников!;легко и просто к новым знаниям;1;знания;positives;
Слово дня/настрой на день для меня и всех участников!;новые знания;1;знания;positives;
Слово дня/настрой на день для меня и всех участников!;открыты к знаниям!;1;открыты к знаниям;positives;открыты к знаниям
Слово дня/настрой на день для меня и всех участников!;познание;1;знания;neutrals;
Слово дня/настрой на день для меня и всех участников!;получение новой информации;1;информация;neutrals;
Слово дня/настрой на день для меня и всех участников!;узнай больше!;1;узнай больше;neutrals;узнай больше
Слово дня/настрой на день для меня и всех участников!;узнай то что ещё не знаешь!;1;узнал то что ещё не знаешь;neutrals;узнал то что ещё не знаешь
Слово дня/настрой на день для меня и всех участников!;интенсивность;1;интенсивность;neutrals;
Слово дня/настрой на день для меня и всех участников!;интерес;1;интерес;positives;
Слово дня/настрой на день для меня и всех участников!;интересно;3;интерес;positives;
Слово дня/настрой на день для меня и всех участников!;информация;1;информация;neutrals;
Слово дня/настрой на день для меня и всех участников!;я получил нужную мне информаци;1;информация;positives;я получил нужную мне информацию
Слово дня/настрой на день для меня и всех участников!;кофе;1;кофе;neutrals;
Слово дня/настрой на день для меня и всех участников!;любовь;1;любовь;positives;
Слово дня/настрой на день для меня и всех участников!;не спать!;1;не спать;neutrals;не спать
Слово дня/настрой на день для меня и всех участников!;невозможное возможно;1;невозможное возможно;positives;
Слово дня/настрой на день для меня и всех участников!;вперед к новому;1;новое;positives;
Слово дня/настрой на день для меня и всех участников!;новенькое;1;новое;neutrals;
Слово дня/настрой на день для меня и всех участников!;новое;1;новое;neutrals;
Слово дня/настрой на день для меня и всех участников!;обмена профессиональным опытом;1;обмена профессиональным опытом;positives;
Слово дня/настрой на день для меня и всех участников!;общаться и насыщаться);1;общение;neutrals;общаться и насыщаться
Слово дня/настрой на день для меня и всех участников!;общение;3;общение;neutrals;
Слово дня/настрой на день для меня и всех участников!;опыт;1;опыт;positives;
Слово дня/настрой на день для меня и всех участников!;отличный;1;отличный;positives;
Слово дня/настрой на день для меня и всех участников!;плодотворного рабочего дня;1;плодотворного рабочего дня;positives;
Слово дня/настрой на день для меня и всех участников!;продуктивность;5;продуктивность;positives;
Слово дня/настрой на день для меня и всех участников!;трудиться продуктивно;1;продуктивность;positives;
Слово дня/настрой на день для меня и всех участников!;позитив;5;позитив;positives;
Слово дня/настрой на день для меня и всех участников!;позитив во всем;1;позитив;positives;
Слово дня/настрой на день для меня и всех участников!;позитивное;1;позитив;positives;
Слово дня/настрой на день для меня и всех участников!;радость;1;радость;positives;
Слово дня/настрой на день для меня и всех участников!;рост;1;рост;positives;
Слово дня/настрой на день для меня и всех участников!;улыбка;1;улыбка;positives;
Слово дня/настрой на день для меня и всех участников!;хорошего настроения;1;хорошего настроения;positives;
Слово дня/настрой на день для меня и всех участников!;полезно;2;польза;positives;
Слово дня/настрой на день для меня и всех участников!;польза;3;польза;positives;
Слово дня/настрой на день для меня и всех участников!;получить ответы и решение;1;получить ответы и решение;neutrals;
Слово дня/настрой на день для меня и всех участников!;пфдо;1;пфдо;neutrals;
Слово дня/настрой на день для меня и всех участников!;расширить знания по пфдо;1;расширить знания по пфдо;positives;
Слово дня/настрой на день для меня и всех участников!;работа;3;работаем;neutrals;
Слово дня/настрой на день для меня и всех участников!;работаем;1;работаем;neutrals;
Слово дня/настрой на день для меня и всех участников!;работоспособности;1;работоспособности;positives;
Слово дня/настрой на день для меня и всех участников!;развитие;1;рост;positives;
Слово дня/настрой на день для меня и всех участников!;слушай спрашивай делай;1;позитив;neutrals;
Слово дня/настрой на день для меня и всех участников!;соучастие;1;соучастие;neutrals;
Слово дня/настрой на день для меня и всех участников!;спокойствие;1;спокойствие;positives;
Слово дня/настрой на день для меня и всех участников!;удачи;1;удачи;positives;
Слово дня/настрой на день для меня и всех участников!;удачи!;1;удачи;positives;удачи
Слово дня/настрой на день для меня и всех участников!;успех;3;удачи;positives;
Слово дня/настрой на день для меня и всех участников!;участие;1;участие;neutrals;
Слово дня/настрой на день для меня и всех участников!;экспромт;1;экспромт;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);250 кмч;1;250 кмч;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);ехал 250;1;250 кмч;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);4 раза тонул;1;4 раза тонул;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);47 стран;1;47 стран;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);47 стран и 55 регионов;1;47 стран;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);47 стран посетила))));1;47 стран;neutrals;47 стран посетила
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);была в 47 странах;1;47 стран;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);были в 47 странах;1;47 стран;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);посетила 47 стран;2;47 стран;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);посещение множества стран;1;посещение множества стран;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);путешествие 47 стран;1;47 стран;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);аренда сап бордов :);1;аренда сап бордов;neutrals;аренда сап бордов
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);виноделие;1;виноделие;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);вокал;1;вокал;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);серёжа занимается вокалом;1;вокал;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);все очень молодые;1;все очень молодые;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);выживаемость в стрессе;1;выживаемость в стрессе;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);занимается дайвингом;1;занимается дайвингом;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);катается на лыжах;1;катается на лыжах;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);мечтает о собственной аэс;1;мечтает о собственной аэс;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);мечтает открыть автосервис;1;мечтает открыть автосервис;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);мечты;1;мечты;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);нижний новгород очень красивый;1;нижний новгород очень красивый;positives;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);нумерология;1;нумерология;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);об этом нельзя говорить 🙂;1;об этом нельзя говорить;neutrals;об этом нельзя говорить
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);он работал раньше в разведке;1;он работал раньше в разведке;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);пишет стихи;1;пишет стихи;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);построение соц портрета;1;построение социального портрета;neutrals;построение социального портрета
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);пчеловод;3;пчеловодство;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);пчеловодство;1;пчеловодство;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);создать автомобильный салон;1;создать автомобильный салон;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);танцует брейк данс;1;танцует брейк данс;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);убивал людей;1;убивал людей;negatives;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);уснул в первый день работы;1;уснул в первый рабочий день;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);уснул в первый рабочий день;1;уснул в первый рабочий день;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);фанат кнопочных телефонов;1;фанат кнопочных телефонов;neutrals;
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);читает человека за 2 мин;1;читает человека за 2 минуты;neutrals;читает человека за 2 минуты
Интересный факт о коллеге, который вы узнали вчера (до 3х вариантов ответа);экскурсии по мурманску;1;экскурсии по мурманску;neutrals;
Росатом - это.... ( продолжи);атомная компания;2;атомная компания;neutrals;
Росатом - это.... ( продолжи);атомная корпорация;1;атомная компания;neutrals;
Росатом - это.... ( продолжи);ну компания по атомной энерги;1;атомная компания;neutrals;ну компания по атомной энергии
Росатом - это.... ( продолжи);атомная отрасль;1;атомная отрасль;neutrals;
Росатом - это.... ( продолжи);атомная отрсль;1;атомная отрасль;neutrals;атомная отрасль
Росатом - это.... ( продолжи);всем добра!;1;всем добра;positives;всем добра
Росатом - это.... ( продолжи);всероссийская корпорация;1;всероссийская корпорация;neutrals;
Росатом - это.... ( продолжи);госкорпорация;2;госкорпорация;neutrals;
Росатом - это.... ( продолжи);государственная компания;1;госкорпорация;neutrals;
Росатом - это.... ( продолжи);государственная корпорация;3;госкорпорация;neutrals;
Росатом - это.... ( продолжи);рф государственный холдинг;1;госкорпорация;neutrals;российская федерация государственный холдинг
Росатом - это.... ( продолжи);группа которая делает проекты;2;группа которая делает проекты;neutrals;
Росатом - это.... ( продолжи);здорово;1;круто;positives;
Росатом - это.... ( продолжи);интересно;1;интересно;positives;
Росатом - это.... ( продолжи);круто;1;круто;positives;
Росатом - это.... ( продолжи);компания;4;компания;neutrals;
Росатом - это.... ( продолжи);компания мечты;1;компания мечты;positives;
Росатом - это.... ( продолжи);корпорация возможностей;1;корпорация возможностей;positives;
Росатом - это.... ( продолжи);крупная компания;1;компания;neutrals;
Росатом - это.... ( продолжи);многопрофильная компания;1;многопрофильная компания;neutrals;
Росатом - это.... ( продолжи);многопрофильная организация;1;многопрофильная компания;neutrals;
Росатом - это.... ( продолжи);наука;1;наука;neutrals;
Росатом - это.... ( продолжи);не знаю;1;не знаю;neutrals;
Росатом - это.... ( продолжи);хз;1;не знаю;neutrals;не знаю
Росатом - это.... ( продолжи);что-то что я ещё не знаю;1;не знаю;neutrals;что то что я ещё не знаю
Росатом - это.... ( продолжи);прогресс в усолье;1;прогресс в усолье;positives;
Росатом - это.... ( продолжи);продвижение в будущее;1;продвижение в будущее;positives;
Росатом - это.... ( продолжи);ролтон;1;роллтон;neutrals;роллтон
Росатом - это.... ( продолжи);росатом;1;росатом;neutrals;
Какой город Вы представляете?;ангарск;3;ангарск;neutrals;
Какой город Вы представляете?;архангельск;2;архангельск;neutrals;
Какой город Вы представляете?;балаково;2;балаково;neutrals;
Какой город Вы представляете?;барнаул;1;барнаул;neutrals;
Какой город Вы представляете?;белгород;2;белгород;neutrals;
Какой город Вы представляете?;благовещенск;2;благовещенск;neutrals;
Какой город Вы представляете?;владивосток;1;владивосток;neutrals;
Какой город Вы представляете?;владикавказ;1;владикавказ;neutrals;
Какой город Вы представляете?;владимир;1;владимир;neutrals;
Какой город Вы представляете?;волгоград;3;волгоград;neutrals;
Какой город Вы представляете?;волгодонск;7;волгодонск;neutrals;
Какой город Вы представляете?;волжский;3;волжский;neutrals;
Какой город Вы представляете?;вологда;1;вологда;neutrals;
Какой город Вы представляете?;воронеж;3;воронеж;neutrals;
Какой город Вы представляете?;воронеж ♥️;1;воронеж;neutrals;воронеж
Какой город Вы представляете?;вуктыл;1;вуктыл;neutrals;
Какой город Вы представляете?;выборг;1;выборг;neutrals;
Какой город Вы представляете?;гачи-петербург;1;санкт петербург;neutrals;гачи петербург
Какой город Вы представляете?;глазов;5;глазов;neutrals;
Какой город Вы представляете?;город-герой севастополь;1;севастополь;neutrals;город герой севастополь
Какой город Вы представляете?;севастополь;3;севастополь;neutrals;
Какой город Вы представляете?;димитровград;1;димитровград;neutrals;
Какой город Вы представляете?;домодедово;1;домодедово;neutrals;
Какой город Вы представляете?;екатеринбург;6;екатеринбург;neutrals;
Какой город Вы представляете?;енергодар;2;энергодар;neutrals;энергодар
Какой город Вы представляете?;энергодар;6;энергодар;neutrals;
Какой город Вы представляете?;железногорск;4;железногорск;neutrals;
Какой город Вы представляете?;железногорск красноярский край;2;железногорск;neutrals;
Какой город Вы представляете?;железнодорожный;1;железнодорожный;neutrals;
Какой город Вы представляете?;заречный;2;заречный;neutrals;
Какой город Вы представляете?;заречный (свердловская обл);1;заречный свердловская область;neutrals;заречный свердловская область
Какой город Вы представляете?;заречный (свердловская область;1;заречный свердловская область;neutrals;заречный свердловская область
Какой город Вы представляете?;заречный(свердловская область;1;заречный свердловская область;neutrals;заречный свердловская область
Какой город Вы представляете?;заречный свердловская область;1;заречный свердловская область;neutrals;
Какой город Вы представляете?;заречный пензенская;1;заречный пензенская;neutrals;
Какой город Вы представляете?;зеленогорск;2;зеленогорск;neutrals;
Какой город Вы представляете?;иваново;1;иваново;neutrals;
Какой город Вы представляете?;ижевск;2;ижевск;neutrals;
Какой город Вы представляете?;иркутск;1;иркутск;neutrals;
Какой город Вы представляете?;ишимбай;1;ишимбай;neutrals;
Какой город Вы представляете?;казань;2;казань;neutrals;
Какой город Вы представляете?;казань республика татарстан;1;казань;neutrals;
Какой город Вы представляете?;калуга;1;калуга;neutrals;
Какой город Вы представляете?;киров;1;киров;neutrals;
Какой город Вы представляете?;ковров;1;ковров;neutrals;
Какой город Вы представляете?;кострома;1;кострома;neutrals;
Какой город Вы представляете?;краснодар;2;краснодар;neutrals;
Какой город Вы представляете?;краснокаменск;4;краснокаменск;neutrals;
Какой город Вы представляете?;красноуфимск;1;красноуфимск;neutrals;
Какой город Вы представляете?;курск;2;курск;neutrals;
Какой город Вы представляете?;курчатов;2;курчатов;neutrals;
Какой город Вы представляете?;ленинград;1;санкт петербург;neutrals;
Какой город Вы представляете?;санки-петербург;1;санкт петербург;neutrals;санкт петербург
Какой город Вы представляете?;санкт петербург;1;санкт петербург;neutrals;
Какой город Вы представляете?;санкт~петербург;1;санкт петербург;neutrals;санкт петербург
Какой город Вы представляете?;санкт-петербург;28;санкт петербург;neutrals;санкт петербург
Какой город Вы представляете?;спб;1;санкт петербург;neutrals;санкт-петербург
Какой город Вы представляете?;лесной;3;лесной;neutrals;
Какой город Вы представляете?;лыткарино;2;лыткарино;neutrals;
Какой город Вы представляете?;минск;1;минск;neutrals;
Какой город Вы представляете?;москва;130;москва;neutrals;
Какой город Вы представляете?;москва и ноябрьск;1;москва;neutrals;
Какой город Вы представляете?;москва троицк;1;москва;neutrals;
